,carat,cut,color,clarity,depth,table,price,x,y,z,size_class
30589,0.31,Ideal,E,VS1,60.4,57.0,734,4.37,4.4,2.65,5.671129163151646
30590,0.31,Ideal,E,VS1,61.8,56.0,734,4.33,4.34,2.68,5.654295068304803
30591,0.31,Ideal,D,VS2,62.1,56.0,734,4.34,4.35,2.7,5.671669850907227
30592,0.31,Ideal,E,VS1,61.7,56.0,734,4.37,4.41,2.71,5.7067047870878165
30593,0.31,Ideal,D,VS2,62.1,55.0,734,4.32,4.35,2.69,5.659652886132009
30594,0.31,Ideal,D,VS2,62.0,55.0,734,4.36,4.38,2.71,5.693551856407797
30595,0.31,Ideal,D,VS2,62.5,57.0,734,4.31,4.36,2.71,5.670308855895722
30596,0.31,Premium,D,VS2,60.7,59.0,734,4.35,4.38,2.65,5.657938630463651
30597,0.31,Ideal,D,VS2,60.7,56.0,734,4.35,4.38,2.65,5.657938630463651
30598,0.31,Ideal,E,VS1,61.4,57.0,734,4.32,4.37,2.67,5.655504334027447
30599,0.31,Premium,D,VS2,61.7,59.0,734,4.31,4.34,2.67,5.642222653896957
30600,0.3,Very Good,D,SI2,62.9,58.0,447,4.26,4.29,2.69,5.619437250957834
30601,0.3,Very Good,G,SI1,61.6,59.0,447,4.26,4.28,2.63,5.583527026595114
30602,0.3,Premium,D,SI2,62.3,58.0,447,4.29,4.32,2.68,5.634241960796612
30603,0.3,Ideal,D,SI2,60.2,56.0,447,4.37,4.4,2.64,5.665674733059538
30604,0.3,Very Good,D,SI2,62.2,59.0,447,4.25,4.3,2.66,5.60322574679154
30605,0.34,Very Good,I,SI1,61.8,57.0,447,4.46,4.51,2.77,5.8000571199007
30606,0.34,Good,F,SI2,63.5,56.0,447,4.44,4.48,2.83,5.814860461915418
30607,0.3,Ideal,D,SI2,62.1,57.0,447,4.3,4.33,2.68,5.640936685449784
30608,0.34,Very Good,G,SI2,62.8,59.0,447,4.45,4.47,2.8,5.79950699465787
30609,0.3,Very Good,G,SI1,62.8,56.0,447,4.28,4.32,2.7,5.6416015162912725
30610,0.3,Very Good,G,SI1,62.7,58.0,447,4.22,4.27,2.66,5.582905314504691
30611,0.3,Good,D,SI2,63.4,56.0,447,4.26,4.29,2.71,5.630123929755081
30612,0.3,Good,D,SI2,63.2,57.0,447,4.21,4.24,2.67,5.574724239992975
30613,0.3,Very Good,D,SI2,61.8,58.0,447,4.29,4.32,2.66,5.62343520584003
30614,0.34,Very Good,F,SI2,61.7,61.0,447,4.44,4.48,2.75,5.7734900274955585
30615,0.3,Very Good,G,SI1,58.8,60.0,447,4.35,4.39,2.57,5.617004700141153
30616,0.3,Very Good,G,SI1,59.5,63.0,447,4.29,4.32,2.56,5.56815277033884
30617,0.3,Very Good,G,SI1,59.7,60.0,447,4.35,4.39,2.61,5.639286147517159
30618,0.34,Premium,I,SI1,62.7,58.0,447,4.4,4.43,2.77,5.754696198804692
30619,0.34,Very Good,G,SI2,62.8,58.0,447,4.43,4.46,2.79,5.784615530980337
30620,0.34,Good,I,SI1,63.7,54.0,447,4.43,4.48,2.84,5.81669636079313
30621,0.3,Very Good,G,SI1,61.4,57.0,447,4.31,4.35,2.66,5.6401295160022045
30622,0.3,Very Good,G,SI1,62.9,59.0,447,4.24,4.28,2.68,5.603908062097944
30623,0.3,Premium,D,SI2,60.2,60.0,447,4.32,4.35,2.61,5.61609652014527
30624,0.28,Ideal,I,VS1,61.8,55.0,448,4.2,4.25,2.61,5.541901975936897
30625,0.28,Ideal,I,VS1,62.5,54.0,448,4.18,4.23,2.63,5.53922340516896
30626,0.28,Ideal,I,VS1,62.4,54.0,448,4.18,4.19,2.61,5.514502993025944
30627,0.26,Ideal,H,VS1,62.6,56.0,448,4.07,4.09,2.55,5.40762688474268
30628,0.26,Ideal,H,VS1,61.9,55.0,448,4.1,4.13,2.55,5.4322629384595755
30629,0.26,Ideal,H,VS1,62.1,56.0,448,4.13,4.15,2.56,5.4553969283295585
30630,0.31,Ideal,D,VS2,62.2,56.0,734,4.32,4.36,2.7,5.668318854667052
30631,0.31,Ideal,D,VS2,62.2,55.0,734,4.31,4.34,2.69,5.652989084766027
30632,0.31,Ideal,D,VS2,62.7,55.0,734,4.31,4.34,2.71,5.663675763563274
30633,0.41,Very Good,G,SI1,60.4,58.0,735,4.77,4.84,2.9,6.065049213970866
30634,0.34,Ideal,G,VVS2,62.0,56.0,735,4.46,4.48,2.77,5.790428418702923
30635,0.3,Ideal,G,VVS1,60.9,56.8,735,4.34,4.38,2.65,5.65461827217204
30636,0.3,Ideal,G,VVS1,62.0,54.9,735,4.3,4.33,2.68,5.640936685449784
30637,0.3,Ideal,E,VS1,60.6,56.0,735,4.35,4.36,2.64,5.645881465547297
30638,0.41,Ideal,D,SI1,62.3,56.0,735,4.74,4.79,2.97,6.0753756461110315
30639,0.36,Ideal,I,IF,61.8,55.0,735,4.58,4.61,2.84,5.90600527870679
30640,0.36,Ideal,I,IF,62.0,55.0,735,4.59,4.61,2.85,5.914222823571076
30641,0.36,Ideal,I,IF,61.9,54.0,735,4.57,4.6,2.84,5.899718956182952
30642,0.41,Fair,I,VS1,65.3,58.0,735,4.62,4.66,3.03,6.0275406002191145
30643,0.42,Good,D,SI1,63.3,58.0,735,4.73,4.75,3.0,6.074730197729412
30644,0.42,Very Good,D,SI1,63.0,59.0,735,4.77,4.79,3.01,6.103778409177219
30645,0.3,Ideal,F,VVS2,61.1,57.0,736,4.3,4.34,2.64,5.622569632068219
30646,0.3,Ideal,D,VS2,61.8,55.0,736,4.27,4.3,2.65,5.6045650893363375
30647,0.4,Ideal,I,VS1,61.5,59.0,736,4.72,4.75,2.91,6.027733526164261
30648,0.4,Ideal,I,VS1,61.2,56.0,736,4.76,4.82,2.93,6.070895384635979
30649,0.4,Ideal,I,VS1,61.9,57.0,736,4.73,4.74,2.93,6.037627907335729
30650,0.3,Ideal,E,VS1,61.3,57.0,736,4.3,4.34,2.65,5.628024062160327
30651,0.32,Ideal,D,VS1,61.8,56.0,736,4.39,4.41,2.72,5.718606247019044
30652,0.4,Ideal,G,SI1,62.7,57.0,736,4.65,4.69,2.93,5.997719303608845
30653,0.33,Ideal,D,SI1,61.9,55.0,736,4.45,4.47,2.76,5.778748434491073
30654,0.33,Ideal,D,SI1,60.9,56.0,736,4.46,4.5,2.73,5.77586966273302
30655,0.31,Very Good,D,VS1,62.3,56.0,736,4.33,4.37,2.71,5.6802931562570205
30656,0.29,Very Good,D,SI1,59.8,55.0,737,4.3,4.35,2.58,5.592723126424631
30657,0.38,Ideal,I,VVS2,61.7,56.0,737,4.67,4.7,2.89,5.987152799451167
30658,0.37,Ideal,E,VS2,61.0,56.0,737,4.62,4.66,2.83,5.929024859578046
30659,0.42,Very Good,G,SI1,62.9,54.0,737,4.79,4.81,3.02,6.120611099507127
30660,0.3,Premium,F,VVS2,61.6,58.0,737,4.28,4.35,2.66,5.630052443314253
30661,0.4,Ideal,E,SI1,61.8,56.0,737,4.71,4.74,2.92,6.026582488066885
30662,0.4,Premium,F,SI1,62.5,59.0,737,4.67,4.71,2.93,6.010050274420519
30663,0.3,Premium,F,VVS2,61.1,59.0,737,4.29,4.32,2.63,5.607071759631142
30664,0.4,Very Good,E,SI1,62.0,55.0,737,4.68,4.74,2.92,6.017363958037507
30665,0.3,Premium,F,VVS2,61.0,59.0,737,4.3,4.33,2.63,5.613766484284313
30666,0.4,Very Good,I,VS1,63.0,56.0,737,4.68,4.72,2.96,6.030892565250022
30667,0.39,Good,I,VS1,63.1,58.0,737,4.68,4.61,2.93,5.982175945110816
30668,0.4,Premium,F,SI1,62.5,59.0,737,4.67,4.71,2.93,6.010050274420519
30669,0.4,Very Good,F,SI1,62.8,59.0,737,4.71,4.72,2.96,6.0401110952794
30670,0.4,Very Good,F,SI1,62.0,56.0,737,4.72,4.77,2.94,6.048592280879543
30671,0.3,Very Good,G,VVS1,59.8,62.0,737,4.33,4.36,2.6,5.617206783207932
30672,0.4,Very Good,F,SI1,62.9,57.0,737,4.68,4.7,2.95,6.0198842410734335
30673,0.4,Premium,E,SI1,62.6,59.0,737,4.68,4.71,2.94,6.018051744708378
30674,0.4,Very Good,F,SI1,62.7,57.0,737,4.68,4.7,2.94,6.014985441660595
30675,0.4,Premium,E,SI1,61.3,59.0,737,4.69,4.74,2.89,6.005544474590141
30676,0.4,Premium,F,SI1,61.2,58.0,737,4.71,4.74,2.89,6.011683611687547
30677,0.4,Very Good,E,SI1,60.9,56.0,737,4.76,4.8,2.91,6.055015132500571
30678,0.4,Premium,E,SI1,60.1,59.0,737,4.76,4.82,2.88,6.046063531656043
30679,0.35,Ideal,I,IF,62.5,55.0,737,4.52,4.54,2.83,5.85981712321381
30680,0.4,Ideal,E,SI1,62.2,55.0,737,4.71,4.75,2.94,6.039470728343284
30681,0.4,Ideal,E,SI1,61.2,57.0,737,4.7,4.74,2.89,6.008617308639764
30682,0.3,Very Good,G,VVS1,62.6,62.0,737,4.21,4.26,2.65,5.570666023418622
30683,0.4,Very Good,F,SI1,62.2,57.0,737,4.67,4.72,2.92,6.0081777786273465
30684,0.4,Premium,E,SI1,62.2,58.0,737,4.71,4.74,2.94,6.036430274023233
30685,0.4,Ideal,E,SI1,62.0,57.0,737,4.74,4.78,2.95,6.062612631804037
30686,0.42,Good,G,SI1,63.2,57.0,737,4.77,4.79,3.02,6.108563471742596
30687,0.4,Good,F,SI1,63.6,57.0,737,4.67,4.7,2.98,6.03139563741265
30688,0.4,Very Good,E,SI1,62.8,59.0,737,4.64,4.69,2.93,5.994613392741023
30689,0.3,Premium,F,VVS2,61.5,58.0,737,4.29,4.31,2.64,5.6092034466229235
30690,0.4,Ideal,E,SI1,60.5,57.0,737,4.77,4.81,2.9,6.056079060466313
30691,0.4,Premium,F,SI1,62.3,60.0,737,4.7,4.74,2.94,6.033363970975449
30692,0.4,Very Good,I,VS1,62.9,59.0,737,4.68,4.73,2.96,6.033945889227575
30693,0.3,Premium,F,VVS2,61.4,59.0,737,4.31,4.36,2.66,5.64344225004304
30694,0.4,Very Good,F,SI1,62.3,57.0,737,4.67,4.74,2.93,6.019210273705995
30695,0.4,Ideal,E,SI1,62.7,57.0,737,4.69,4.72,2.95,6.029089736802248
30696,0.42,Premium,G,SI1,61.7,58.0,737,4.76,4.8,2.95,6.074710933841492
30697,0.4,Very Good,E,SI1,61.3,61.0,737,4.73,4.76,2.91,6.033820910231449
30698,0.42,Very Good,G,SI1,62.5,56.0,737,4.8,4.83,3.01,6.124821081879819
30699,0.4,Very Good,H,VS2,59.1,61.0,737,4.81,4.84,2.85,6.052005860772566
30700,0.4,Good,E,SI1,63.5,56.0,737,4.67,4.72,2.98,6.03752174020949
30701,0.3,Premium,G,VVS1,61.3,58.0,737,4.29,4.33,2.64,5.61588260226055
30702,0.3,Very Good,F,VVS2,62.4,58.0,737,4.25,4.28,2.66,5.596499883603227
30703,0.42,Very Good,G,SI1,62.2,58.0,737,4.73,4.75,2.95,6.050482651482735
30704,0.4,Premium,F,SI1,62.6,59.0,737,4.68,4.74,2.95,6.032110543406693
30705,0.3,Ideal,G,VVS1,61.4,56.0,737,4.32,4.34,2.66,5.640152600784964
30706,0.4,Premium,E,SI1,60.9,60.0,737,4.75,4.77,2.9,6.037969679914582
30707,0.4,Good,I,VS1,63.8,55.0,737,4.65,4.69,2.98,6.022130969648758
30708,0.37,Very Good,E,VS1,63.7,56.0,738,4.54,4.6,2.91,5.9253453118194
30709,0.36,Ideal,E,VS2,60.7,56.0,738,4.63,4.65,2.82,5.92393807233025
30710,0.33,Ideal,E,VS2,61.3,55.0,738,4.46,4.5,2.75,5.78640033022519
30711,0.33,Ideal,E,VS2,61.1,55.0,738,4.47,4.51,2.74,5.787578158075052
30712,0.33,Ideal,E,VS2,60.5,55.0,738,4.52,4.56,2.74,5.8195324902162815
30713,0.33,Ideal,E,VS2,61.5,55.0,738,4.47,4.5,2.76,5.79486809985435
30714,0.33,Ideal,F,VS1,61.6,55.0,738,4.46,4.47,2.76,5.781986808557617
30715,0.33,Ideal,F,VS1,61.2,57.0,738,4.46,4.49,2.74,5.777935048297804
30716,0.33,Ideal,F,VS1,62.1,55.0,738,4.43,4.46,2.76,5.769018675929318
30717,0.37,Good,F,SI1,63.7,55.0,738,4.59,4.55,2.91,5.925379852083976
30718,0.35,Fair,E,VVS2,66.2,61.0,738,4.4,4.36,2.9,5.7978845589923464
30719,0.35,Fair,E,VVS2,66.2,58.0,738,4.41,4.35,2.9,5.797846956984372
30720,0.41,Good,D,SI1,63.2,57.0,738,4.73,4.77,3.0,6.0807919505166135
30721,0.41,Very Good,D,VS2,62.1,56.0,738,4.76,4.77,2.96,6.070548015618231
30722,0.41,Good,D,SI1,63.3,55.0,738,4.74,4.77,3.01,6.088639812339299
30723,0.41,Good,D,SI1,63.8,56.0,738,4.68,4.72,3.0,6.050257890116953
30724,0.41,Very Good,D,SI1,59.2,62.0,738,4.82,4.85,2.86,6.063033040758667
30725,0.41,Good,D,SI1,63.2,58.0,738,4.72,4.77,3.0,6.07773862653906
30726,0.41,Good,D,SI1,63.4,55.0,738,4.68,4.72,2.98,6.040607720083233
30727,0.33,Very Good,F,VVS2,61.1,56.0,739,4.46,4.48,2.73,5.769443393573588
30728,0.34,Very Good,F,VS1,61.1,57.0,739,4.51,4.54,2.76,5.82048799800029
30729,0.32,Ideal,F,VVS2,62.1,54.0,739,4.42,4.44,2.75,5.754037664829386
30730,0.32,Ideal,E,VS1,62.2,54.0,739,4.39,4.42,2.74,5.732443202563142
30731,0.33,Ideal,D,VS1,61.7,55.0,739,4.47,4.48,2.76,5.788441830694917
30732,0.25,Ideal,F,IF,62.3,54.0,739,4.06,4.09,2.54,5.398409067574916
30733,0.3,Good,E,VVS1,61.2,63.0,739,4.24,4.26,2.6,5.5534293184933174
30734,0.41,Good,G,SI1,64.2,57.0,739,4.67,4.71,3.01,6.048913096757973
30735,0.35,Good,D,SI1,57.7,60.0,739,4.69,4.64,2.69,5.871318900875399
30736,0.31,Premium,H,IF,60.8,59.0,739,4.36,4.39,2.66,5.6699753204893
30737,0.43,Good,E,SI1,63.1,56.0,739,4.8,4.83,3.04,6.139128918563703
30738,0.43,Good,E,SI1,63.4,57.0,739,4.81,4.84,3.06,6.154575594413114
30739,0.43,Premium,E,SI1,61.5,60.0,739,4.78,4.85,2.96,6.100592541360014
30740,0.43,Good,E,SI1,63.2,57.0,739,4.78,4.84,3.04,6.1360889893747546
30741,0.43,Good,F,SI1,63.6,53.0,739,4.79,4.83,3.06,6.145580497940431
30742,0.43,Ideal,F,SI1,61.3,56.0,739,4.86,4.9,2.99,6.153883547482283
30743,0.43,Premium,F,SI1,61.7,58.0,739,4.82,4.84,2.98,6.119352524642544
30744,0.43,Good,F,SI1,63.8,57.0,739,4.8,4.82,3.07,6.150306207884485
30745,0.36,Good,D,VS2,63.4,54.0,739,4.51,4.57,2.88,5.891390410431589
30746,0.34,Very Good,G,VVS2,62.3,59.0,740,4.45,4.48,2.78,5.792388951310698
30747,0.38,Very Good,E,VS2,61.2,56.0,740,4.67,4.71,2.87,5.980200346673959
30748,0.34,Ideal,H,VVS1,62.2,54.0,740,4.48,4.53,2.8,5.828436609724632
30749,0.39,Ideal,H,VS1,61.9,57.0,740,4.71,4.76,2.93,6.0375892980188
30750,0.47,Ideal,J,SI1,61.9,55.0,740,5.0,5.05,3.11,6.295126063107673
30751,0.31,Fair,F,VVS1,63.1,61.0,740,4.32,4.37,2.74,5.69284048530042
30752,0.25,Premium,F,VVS2,62.0,59.0,740,4.04,3.99,2.49,5.326889781718048
30753,0.25,Premium,F,VVS1,60.7,59.0,740,4.1,4.07,2.48,5.370992824834394
30754,0.25,Premium,F,IF,61.1,58.0,740,4.1,4.08,2.5,5.386121156814855
30755,0.25,Ideal,E,VVS2,61.6,57.0,740,4.1,4.08,2.52,5.3976167956526835
30756,0.25,Premium,E,VVS2,62.0,59.0,740,4.08,4.05,2.52,5.379914793919225
30757,0.25,Ideal,E,VVS2,62.1,57.0,740,4.07,4.04,2.52,5.372807821193785
30758,0.25,Premium,E,VVS2,61.5,59.0,740,4.04,4.02,2.48,5.331890914993425
30759,0.25,Premium,E,VVS2,62.5,59.0,740,4.04,4.02,2.52,5.354974528106466
30760,0.25,Premium,E,VVS2,62.5,59.0,740,4.05,4.02,2.52,5.358541143126658
30761,0.25,Premium,E,VVS1,60.7,60.0,740,4.11,4.09,2.49,5.387384979367338
30762,0.25,Very Good,E,VVS2,63.1,56.0,740,4.05,4.0,2.54,5.362750404994704
30763,0.25,Ideal,E,VVS1,61.2,57.0,740,4.12,4.08,2.51,5.398900853781312
30764,0.25,Premium,E,VVS1,62.9,58.0,740,4.03,4.01,2.53,5.353519460353024
30765,0.25,Premium,E,VVS1,62.9,59.0,740,4.02,3.99,2.52,5.337007981577017
30766,0.33,Premium,F,VS2,60.0,60.0,740,4.49,4.45,2.68,5.7427537817285055
30767,0.36,Very Good,F,VS2,61.3,59.0,741,4.55,4.6,2.79,5.867765528535447
30768,0.4,Very Good,I,VS1,61.7,57.0,741,4.71,4.73,2.91,6.018586396536288
30769,0.36,Very Good,G,VS1,61.8,56.0,741,4.57,4.6,2.84,5.899718956182952
30770,0.33,Very Good,F,VS1,62.7,59.0,741,4.35,4.39,2.74,5.709412233907801
30771,0.32,Ideal,F,VVS2,62.1,56.0,741,4.4,4.46,2.75,5.753978852532812
30772,0.38,Ideal,H,VS2,62.2,57.0,741,4.61,4.66,2.89,5.9561661982601235
30773,0.37,Ideal,G,VS1,61.9,54.0,741,4.62,4.68,2.88,5.9604701931176
30774,0.35,Ideal,G,VS1,61.3,54.0,741,4.58,4.63,2.83,5.907161844864889
30775,0.4,Ideal,G,SI1,62.3,54.0,741,4.74,4.77,2.96,6.064473501208546
30776,0.4,Ideal,G,SI1,62.5,54.0,741,4.74,4.77,2.97,6.0693392563803625
30777,0.3,Ideal,D,VVS2,59.5,56.0,741,4.38,4.42,2.62,5.664544051205882
30778,0.3,Premium,D,VVS2,60.7,59.0,741,4.33,4.34,2.63,5.627124867139333
30779,0.33,Ideal,E,VVS2,61.0,54.0,741,4.49,4.52,2.75,5.802469836244183
30780,0.4,Ideal,D,SI1,62.5,55.0,741,4.71,4.73,2.95,6.0382821978772085
30781,0.33,Premium,E,VVS2,61.3,59.0,741,4.44,4.47,2.73,5.759735459129102
30782,0.39,Very Good,G,VS1,61.7,62.0,741,4.65,4.69,2.88,5.9728874506289085
30783,0.3,Very Good,E,VVS2,62.5,56.0,742,4.28,4.3,2.68,5.624180457124206
30784,0.36,Very Good,E,VVS2,60.2,59.0,742,4.6,4.64,2.78,5.89084354947128
30785,0.33,Very Good,D,VS1,61.6,53.0,742,4.45,4.48,2.75,5.776735686999213
30786,0.3,Very Good,D,VS1,62.2,58.0,742,4.25,4.27,2.65,5.587691270771941
30787,0.3,Very Good,D,VS1,62.1,58.0,742,4.25,4.29,2.65,5.594432848650997
30788,0.3,Ideal,E,VVS2,61.2,56.0,742,4.34,4.38,2.67,5.665465654409032
30789,0.3,Ideal,E,VVS2,62.0,56.0,742,4.3,4.34,2.68,5.644264703167538
30790,0.3,Ideal,E,VVS2,61.1,56.0,742,4.34,4.37,2.66,5.656754568122094
30791,0.3,Ideal,E,VVS2,62.1,54.0,742,4.32,4.35,2.69,5.659652886132009
30792,0.3,Ideal,E,VVS2,60.8,57.0,742,4.33,4.35,2.64,5.635920355497095
30793,0.3,Ideal,E,VVS2,62.4,54.0,742,4.31,4.34,2.7,5.6583423192602345
30794,0.3,Ideal,E,VVS2,62.3,54.0,742,4.31,4.36,2.7,5.664975411592682
30795,0.41,Ideal,I,VS2,62.0,57.0,742,4.74,4.77,2.95,6.0595912798288
30796,0.36,Ideal,E,VS2,61.7,55.0,742,4.57,4.6,2.83,5.894630079510153
30797,0.3,Ideal,D,VS1,60.8,58.0,742,4.31,4.34,2.63,5.620445711501706
30798,0.34,Ideal,D,VS1,61.3,56.0,742,4.5,4.54,2.77,5.822503275232966
30799,0.3,Ideal,D,VS1,62.8,57.0,742,4.27,4.3,2.69,5.6261789024424
30800,0.3,Ideal,D,VS1,61.2,59.0,742,4.29,4.31,2.63,5.603728316556772
30801,0.43,Ideal,F,SI2,60.7,57.0,742,4.88,4.91,2.97,6.1530671033541715
30802,0.31,Good,F,VVS1,63.6,61.0,742,4.21,4.25,2.69,5.58888924732391
30803,0.3,Good,F,IF,60.0,63.0,742,4.3,4.36,2.6,5.607176418070667
30804,0.4,Good,D,VS1,64.0,55.0,742,4.67,4.7,3.0,6.041045807446369
30805,0.3,Very Good,E,VVS2,62.4,57.0,743,4.26,4.27,2.66,5.596515746023344
30806,0.3,Very Good,G,IF,60.5,58.0,743,4.35,4.38,2.64,5.652484200371544
30807,0.3,Fair,F,VVS2,65.5,61.0,743,4.19,4.15,2.73,5.568962531529317
30808,0.3,Ideal,E,VVS2,62.0,55.0,743,4.3,4.34,2.68,5.644264703167538
30809,0.35,Ideal,H,VVS1,62.0,53.9,743,4.5,4.53,2.8,5.834862878884064
30810,0.31,Ideal,G,VVS1,61.8,55.0,743,4.35,4.39,2.7,5.688195747998106
30811,0.41,Ideal,H,VS2,61.5,55.0,743,4.78,4.81,2.95,6.08376246667582
30812,0.38,Ideal,G,VS2,61.6,55.0,743,4.67,4.71,2.89,5.9902191024989495
30813,0.38,Ideal,G,VS2,61.6,57.0,743,4.62,4.66,2.86,5.944237953524553
30814,0.39,Good,G,VS2,60.3,60.6,743,4.7,4.71,2.84,5.974278746358291
30815,0.33,Premium,G,VS2,61.4,60.0,743,4.45,4.41,2.72,5.738190643337446
30816,0.33,Ideal,G,VS2,62.8,54.0,743,4.42,4.4,2.77,5.751435869641106
30817,0.33,Very Good,E,SI1,63.3,56.0,743,4.43,4.41,2.8,5.773512181733331
30818,0.33,Ideal,E,SI1,61.9,57.0,743,4.46,4.43,2.75,5.763782027563171
30819,0.33,Premium,E,SI1,59.1,58.0,743,4.56,4.51,2.68,5.7843942585537205
30820,0.33,Good,E,SI1,63.8,55.0,743,4.38,4.36,2.79,5.735524126883114
30821,0.33,Very Good,E,SI1,63.4,55.0,743,4.4,4.37,2.78,5.740221686424591
30822,0.33,Premium,E,SI1,62.7,56.0,743,4.45,4.39,2.77,5.757912252114132
30823,0.33,Ideal,I,VVS2,62.4,56.0,743,4.43,4.41,2.76,5.752753621566534
30824,0.33,Premium,I,VVS2,61.0,59.0,743,4.44,4.41,2.7,5.724297739634284
30825,0.33,Ideal,I,VVS2,62.4,57.0,743,4.44,4.41,2.76,5.756006599361621
30826,0.33,Premium,I,VVS2,62.1,56.0,743,4.45,4.41,2.75,5.7540156104991285
30827,0.33,Premium,I,VVS2,62.2,59.0,743,4.47,4.41,2.76,5.765721754194833
30828,0.33,Ideal,I,VVS2,62.7,54.0,743,4.45,4.42,2.78,5.772936588644525
30829,0.33,Premium,I,VVS2,61.0,58.0,743,4.46,4.42,2.71,5.739382931341434
30830,0.33,Premium,I,VVS2,61.5,58.0,743,4.45,4.43,2.73,5.750012986004457
30831,0.33,Premium,I,VVS2,61.4,58.0,743,4.48,4.45,2.74,5.771479961547717
30832,0.33,Good,I,VVS2,63.7,56.0,743,4.4,4.36,2.79,5.7420967808066
30833,0.33,Premium,H,VS1,59.7,59.0,743,4.53,4.52,2.7,5.788793230188079
30834,0.33,Ideal,H,VS1,60.2,57.0,743,4.54,4.5,2.72,5.7962239504341175
30835,0.33,Premium,H,VS1,59.2,58.0,743,4.55,4.5,2.68,5.778024547436694
30836,0.33,Premium,H,VS1,60.0,61.0,743,4.52,4.48,2.7,5.7727809121994484
30837,0.33,Premium,H,VS1,59.5,59.0,743,4.53,4.48,2.68,5.765242783237438
30838,0.33,Ideal,H,VS1,61.4,57.0,743,4.49,4.44,2.74,5.771451014727606
30839,0.33,Ideal,H,VS1,61.7,54.0,743,4.47,4.45,2.75,5.773511786124926
30840,0.33,Premium,H,VS1,61.0,59.0,743,4.5,4.45,2.73,5.772631288666476
30841,0.33,Ideal,H,VS1,61.5,56.0,743,4.47,4.44,2.74,5.765010401169777
30842,0.33,Ideal,H,VS1,61.9,56.0,743,4.48,4.44,2.76,5.778726675861705
30843,0.33,Ideal,H,VS1,61.8,56.0,743,4.46,4.41,2.74,5.7519982591141785
30844,0.33,Premium,H,VS1,61.9,58.0,743,4.45,4.43,2.75,5.760543653496626
30845,0.33,Premium,H,VS1,62.1,59.0,743,4.46,4.43,2.76,5.769018675929318
30846,0.33,Ideal,H,VS1,62.0,55.0,743,4.46,4.44,2.76,5.772271653724406
30847,0.33,Premium,H,VS1,60.2,62.0,743,4.47,4.44,2.68,5.733067508667022
30848,0.33,Premium,H,VS1,62.9,59.0,743,4.4,4.35,2.75,5.717950543348598
30849,0.33,Premium,H,VS1,61.5,58.0,743,4.46,4.39,2.72,5.734871301381828
30850,0.33,Premium,G,VS2,59.4,61.0,743,4.53,4.49,2.68,5.768459495920981
30851,0.33,Ideal,G,VS2,61.2,55.0,743,4.49,4.46,2.74,5.777935048297804
30852,0.33,Premium,G,VS2,60.9,56.0,743,4.5,4.46,2.73,5.77586966273302
30853,0.33,Ideal,G,VS2,61.2,55.0,743,4.52,4.46,2.75,5.79279810142334
30854,0.33,Premium,G,VS2,60.0,58.0,743,4.49,4.47,2.69,5.754596449156915
30855,0.33,Premium,G,VS2,59.3,61.0,743,4.51,4.49,2.67,5.756682620359908
30856,0.33,Premium,G,VS2,60.6,61.0,743,4.49,4.46,2.71,5.76205200669115
30857,0.33,Ideal,G,VS2,62.6,57.0,743,4.47,4.45,2.79,5.7943452895420915
30858,0.33,Premium,G,VS2,60.8,58.0,743,4.47,4.45,2.71,5.752373019066775
30859,0.33,Ideal,G,VS2,62.2,56.0,743,4.47,4.44,2.77,5.780720484258438
30860,0.33,Ideal,G,VS2,62.0,57.0,743,4.47,4.44,2.76,5.775502774987419
30861,0.33,Ideal,G,VS2,61.6,55.0,743,4.46,4.43,2.74,5.758526302111676
30862,0.33,Premium,G,VS2,61.1,59.0,743,4.47,4.43,2.72,5.751188181664501
30863,0.33,Premium,G,VS2,61.3,59.0,743,4.46,4.44,2.73,5.756504337866089
30864,0.33,Ideal,G,VS2,62.2,56.0,743,4.44,4.43,2.76,5.762534642359119
30865,0.33,Premium,G,VS2,62.6,58.0,743,4.44,4.41,2.77,5.761224308632641
30866,0.33,Premium,G,VS2,62.0,58.0,743,4.45,4.42,2.75,5.75728332433304
30867,0.33,Premium,G,VS2,60.8,62.0,743,4.46,4.42,2.7,5.734049487038393
30868,0.33,Ideal,G,VS2,62.3,55.0,743,4.47,4.42,2.77,5.774207177299763
30869,0.33,Premium,G,VS2,62.1,56.0,743,4.44,4.41,2.75,5.750769950995474
30870,0.33,Ideal,G,VS2,62.6,56.0,743,4.41,4.38,2.75,5.731141144246542
30871,0.33,Ideal,G,VS2,62.5,57.0,743,4.41,4.39,2.75,5.734431214180726
30872,0.33,Ideal,G,VS2,62.3,57.0,743,4.43,4.4,2.75,5.744241841167526
30873,0.33,Premium,G,VS2,61.9,59.0,743,4.46,4.4,2.74,5.748723127081317
30874,0.33,Premium,G,VS2,62.6,58.0,743,4.4,4.36,2.74,5.716007551937939
30875,0.33,Premium,E,SI1,60.4,59.0,743,4.47,4.43,2.69,5.735187702970786
30876,0.33,Premium,E,SI1,60.7,57.0,743,4.47,4.43,2.7,5.740540937464993
30877,0.33,Premium,E,SI1,61.1,58.0,743,4.47,4.43,2.72,5.751188181664501
30878,0.33,Premium,E,SI1,60.9,58.0,743,4.5,4.46,2.73,5.77586966273302
30879,0.33,Premium,E,SI1,60.3,60.0,743,4.49,4.47,2.7,5.759949683651121
30880,0.33,Premium,E,SI1,60.2,58.0,743,4.55,4.49,2.72,5.796188641753371
